Cenário,Retirada de Outliers,Normalização,Feature Engineering,eps,min_samples,metric,algorithm,n_clusters_kmeans,init,max_iter,n_clusters_agg,linkage,Silhouette Index,Davies Bouldin
3,True,True,True,0.027142857142857142,8.0,cosine,brute,,,,,,,
3,True,True,True,0.027142857142857142,9.0,euclidean,auto,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.027142857142857142,9.0,euclidean,ball_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.027142857142857142,9.0,euclidean,kd_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.027142857142857142,9.0,euclidean,brute,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.027142857142857142,9.0,manhattan,auto,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.027142857142857142,9.0,manhattan,ball_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.027142857142857142,9.0,manhattan,kd_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.027142857142857142,9.0,manhattan,brute,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.027142857142857142,9.0,cosine,auto,,,,,,,
3,True,True,True,0.027142857142857142,9.0,cosine,brute,,,,,,,
3,True,True,True,0.030714285714285715,3.0,euclidean,auto,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.030714285714285715,3.0,euclidean,ball_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.030714285714285715,3.0,euclidean,kd_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.030714285714285715,3.0,euclidean,brute,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.030714285714285715,3.0,manhattan,auto,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.030714285714285715,3.0,manhattan,ball_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.030714285714285715,3.0,manhattan,kd_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.030714285714285715,3.0,manhattan,brute,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.030714285714285715,3.0,cosine,auto,,,,,,,
3,True,True,True,0.030714285714285715,3.0,cosine,brute,,,,,,,
3,True,True,True,0.030714285714285715,4.0,euclidean,auto,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.030714285714285715,4.0,euclidean,ball_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.030714285714285715,4.0,euclidean,kd_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.030714285714285715,4.0,euclidean,brute,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.030714285714285715,4.0,manhattan,auto,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.030714285714285715,4.0,manhattan,ball_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.030714285714285715,4.0,manhattan,kd_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.030714285714285715,4.0,manhattan,brute,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.030714285714285715,4.0,cosine,auto,,,,,,,
3,True,True,True,0.030714285714285715,4.0,cosine,brute,,,,,,,
3,True,True,True,0.030714285714285715,5.0,euclidean,auto,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.030714285714285715,5.0,euclidean,ball_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.030714285714285715,5.0,euclidean,kd_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.030714285714285715,5.0,euclidean,brute,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.030714285714285715,5.0,manhattan,auto,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.030714285714285715,5.0,manhattan,ball_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.030714285714285715,5.0,manhattan,kd_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.030714285714285715,5.0,manhattan,brute,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.030714285714285715,5.0,cosine,auto,,,,,,,
3,True,True,True,0.030714285714285715,5.0,cosine,brute,,,,,,,
3,True,True,True,0.030714285714285715,6.0,euclidean,auto,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.030714285714285715,6.0,euclidean,ball_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.030714285714285715,6.0,euclidean,kd_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.030714285714285715,6.0,euclidean,brute,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.030714285714285715,6.0,manhattan,auto,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.030714285714285715,6.0,manhattan,ball_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.030714285714285715,6.0,manhattan,kd_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.030714285714285715,6.0,manhattan,brute,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.030714285714285715,6.0,cosine,auto,,,,,,,
3,True,True,True,0.030714285714285715,6.0,cosine,brute,,,,,,,
3,True,True,True,0.030714285714285715,7.0,euclidean,auto,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.030714285714285715,7.0,euclidean,ball_tree,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.030714285714285715,7.0,euclidean,kd_tree,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.030714285714285715,7.0,euclidean,brute,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.030714285714285715,7.0,manhattan,auto,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.030714285714285715,7.0,manhattan,ball_tree,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.030714285714285715,7.0,manhattan,kd_tree,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.030714285714285715,7.0,manhattan,brute,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.030714285714285715,7.0,cosine,auto,,,,,,,
3,True,True,True,0.030714285714285715,7.0,cosine,brute,,,,,,,
3,True,True,True,0.030714285714285715,8.0,euclidean,auto,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.030714285714285715,8.0,euclidean,ball_tree,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.030714285714285715,8.0,euclidean,kd_tree,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.030714285714285715,8.0,euclidean,brute,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.030714285714285715,8.0,manhattan,auto,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.030714285714285715,8.0,manhattan,ball_tree,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.030714285714285715,8.0,manhattan,kd_tree,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.030714285714285715,8.0,manhattan,brute,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.030714285714285715,8.0,cosine,auto,,,,,,,
3,True,True,True,0.030714285714285715,8.0,cosine,brute,,,,,,,
3,True,True,True,0.030714285714285715,9.0,euclidean,auto,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.030714285714285715,9.0,euclidean,ball_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.030714285714285715,9.0,euclidean,kd_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.030714285714285715,9.0,euclidean,brute,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.030714285714285715,9.0,manhattan,auto,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.030714285714285715,9.0,manhattan,ball_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.030714285714285715,9.0,manhattan,kd_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.030714285714285715,9.0,manhattan,brute,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.030714285714285715,9.0,cosine,auto,,,,,,,
3,True,True,True,0.030714285714285715,9.0,cosine,brute,,,,,,,
3,True,True,True,0.03428571428571429,3.0,euclidean,auto,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03428571428571429,3.0,euclidean,ball_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03428571428571429,3.0,euclidean,kd_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03428571428571429,3.0,euclidean,brute,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03428571428571429,3.0,manhattan,auto,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03428571428571429,3.0,manhattan,ball_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03428571428571429,3.0,manhattan,kd_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03428571428571429,3.0,manhattan,brute,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03428571428571429,3.0,cosine,auto,,,,,,,
3,True,True,True,0.03428571428571429,3.0,cosine,brute,,,,,,,
3,True,True,True,0.03428571428571429,4.0,euclidean,auto,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03428571428571429,4.0,euclidean,ball_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03428571428571429,4.0,euclidean,kd_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03428571428571429,4.0,euclidean,brute,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03428571428571429,4.0,manhattan,auto,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03428571428571429,4.0,manhattan,ball_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03428571428571429,4.0,manhattan,kd_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03428571428571429,4.0,manhattan,brute,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03428571428571429,4.0,cosine,auto,,,,,,,
3,True,True,True,0.03428571428571429,4.0,cosine,brute,,,,,,,
3,True,True,True,0.03428571428571429,5.0,euclidean,auto,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03428571428571429,5.0,euclidean,ball_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03428571428571429,5.0,euclidean,kd_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03428571428571429,5.0,euclidean,brute,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03428571428571429,5.0,manhattan,auto,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03428571428571429,5.0,manhattan,ball_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03428571428571429,5.0,manhattan,kd_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03428571428571429,5.0,manhattan,brute,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03428571428571429,5.0,cosine,auto,,,,,,,
3,True,True,True,0.03428571428571429,5.0,cosine,brute,,,,,,,
3,True,True,True,0.03428571428571429,6.0,euclidean,auto,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03428571428571429,6.0,euclidean,ball_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03428571428571429,6.0,euclidean,kd_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03428571428571429,6.0,euclidean,brute,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03428571428571429,6.0,manhattan,auto,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03428571428571429,6.0,manhattan,ball_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03428571428571429,6.0,manhattan,kd_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03428571428571429,6.0,manhattan,brute,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03428571428571429,6.0,cosine,auto,,,,,,,
3,True,True,True,0.03428571428571429,6.0,cosine,brute,,,,,,,
3,True,True,True,0.03428571428571429,7.0,euclidean,auto,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.03428571428571429,7.0,euclidean,ball_tree,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.03428571428571429,7.0,euclidean,kd_tree,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.03428571428571429,7.0,euclidean,brute,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.03428571428571429,7.0,manhattan,auto,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.03428571428571429,7.0,manhattan,ball_tree,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.03428571428571429,7.0,manhattan,kd_tree,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.03428571428571429,7.0,manhattan,brute,,,,,,-0.0468892732351281,1.6936362704484755
3,True,True,True,0.03428571428571429,7.0,cosine,auto,,,,,,,
3,True,True,True,0.03428571428571429,7.0,cosine,brute,,,,,,,
3,True,True,True,0.03428571428571429,8.0,euclidean,auto,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.03428571428571429,8.0,euclidean,ball_tree,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.03428571428571429,8.0,euclidean,kd_tree,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.03428571428571429,8.0,euclidean,brute,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.03428571428571429,8.0,manhattan,auto,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.03428571428571429,8.0,manhattan,ball_tree,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.03428571428571429,8.0,manhattan,kd_tree,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.03428571428571429,8.0,manhattan,brute,,,,,,-0.0501257368300076,1.7280994929324065
3,True,True,True,0.03428571428571429,8.0,cosine,auto,,,,,,,
3,True,True,True,0.03428571428571429,8.0,cosine,brute,,,,,,,
3,True,True,True,0.03428571428571429,9.0,euclidean,auto,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.03428571428571429,9.0,euclidean,ball_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.03428571428571429,9.0,euclidean,kd_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.03428571428571429,9.0,euclidean,brute,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.03428571428571429,9.0,manhattan,auto,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.03428571428571429,9.0,manhattan,ball_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.03428571428571429,9.0,manhattan,kd_tree,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.03428571428571429,9.0,manhattan,brute,,,,,,-0.0537339976574164,1.7333413114385423
3,True,True,True,0.03428571428571429,9.0,cosine,auto,,,,,,,
3,True,True,True,0.03428571428571429,9.0,cosine,brute,,,,,,,
3,True,True,True,0.03785714285714286,3.0,euclidean,auto,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03785714285714286,3.0,euclidean,ball_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03785714285714286,3.0,euclidean,kd_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03785714285714286,3.0,euclidean,brute,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03785714285714286,3.0,manhattan,auto,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03785714285714286,3.0,manhattan,ball_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03785714285714286,3.0,manhattan,kd_tree,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03785714285714286,3.0,manhattan,brute,,,,,,-0.0346020110888703,1.5358514470780888
3,True,True,True,0.03785714285714286,3.0,cosine,auto,,,,,,,
3,True,True,True,0.03785714285714286,3.0,cosine,brute,,,,,,,
3,True,True,True,0.03785714285714286,4.0,euclidean,auto,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03785714285714286,4.0,euclidean,ball_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03785714285714286,4.0,euclidean,kd_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03785714285714286,4.0,euclidean,brute,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03785714285714286,4.0,manhattan,auto,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03785714285714286,4.0,manhattan,ball_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03785714285714286,4.0,manhattan,kd_tree,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03785714285714286,4.0,manhattan,brute,,,,,,-0.0385755952132531,1.6313045297261193
3,True,True,True,0.03785714285714286,4.0,cosine,auto,,,,,,,
3,True,True,True,0.03785714285714286,4.0,cosine,brute,,,,,,,
3,True,True,True,0.03785714285714286,5.0,euclidean,auto,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03785714285714286,5.0,euclidean,ball_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03785714285714286,5.0,euclidean,kd_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03785714285714286,5.0,euclidean,brute,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03785714285714286,5.0,manhattan,auto,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03785714285714286,5.0,manhattan,ball_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03785714285714286,5.0,manhattan,kd_tree,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03785714285714286,5.0,manhattan,brute,,,,,,-0.0405898587187208,1.6713623725700917
3,True,True,True,0.03785714285714286,5.0,cosine,auto,,,,,,,
3,True,True,True,0.03785714285714286,5.0,cosine,brute,,,,,,,
3,True,True,True,0.03785714285714286,6.0,euclidean,auto,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03785714285714286,6.0,euclidean,ball_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03785714285714286,6.0,euclidean,kd_tree,,,,,,-0.0444629927467713,1.6901515705211505
3,True,True,True,0.03785714285714286,6.0,euclidean,brute,,,,,,-0.0444629927467713,1.6901515705211505
4,True,True,True,,,,,2.0,k-means++,100.0,,,0.3336241759135229,1.1844974125339742
4,True,True,True,,,,,2.0,k-means++,300.0,,,0.3336241759135229,1.1844974125339742
4,True,True,True,,,,,2.0,k-means++,500.0,,,0.3336241759135229,1.1844974125339742
4,True,True,True,,,,,2.0,random,100.0,,,0.3336109979227839,1.1840206396294446
4,True,True,True,,,,,2.0,random,300.0,,,0.3336109979227839,1.1840206396294446
4,True,True,True,,,,,2.0,random,500.0,,,0.3336109979227839,1.1840206396294446
4,True,True,True,,,,,3.0,k-means++,100.0,,,0.2753969514268302,1.3603557363689107
4,True,True,True,,,,,3.0,k-means++,300.0,,,0.2753969514268302,1.3603557363689107
4,True,True,True,,,,,3.0,k-means++,500.0,,,0.2753969514268302,1.3603557363689107
4,True,True,True,,,,,3.0,random,100.0,,,0.2907058057927524,1.2612554751995908
4,True,True,True,,,,,3.0,random,300.0,,,0.2907058057927524,1.2612554751995908
4,True,True,True,,,,,3.0,random,500.0,,,0.2907058057927524,1.2612554751995908
4,True,True,True,,,,,4.0,k-means++,100.0,,,0.271537075272266,1.192197160656741
4,True,True,True,,,,,4.0,k-means++,300.0,,,0.271537075272266,1.192197160656741
4,True,True,True,,,,,4.0,k-means++,500.0,,,0.271537075272266,1.192197160656741
4,True,True,True,,,,,4.0,random,100.0,,,0.2607500606835992,1.2154291499625
4,True,True,True,,,,,4.0,random,300.0,,,0.2607500606835992,1.2154291499625
4,True,True,True,,,,,4.0,random,500.0,,,0.2607500606835992,1.2154291499625
4,True,True,True,,,,,5.0,k-means++,100.0,,,0.258808480612495,1.2125455851979008
4,True,True,True,,,,,5.0,k-means++,300.0,,,0.258808480612495,1.2125455851979008
4,True,True,True,,,,,5.0,k-means++,500.0,,,0.258808480612495,1.2125455851979008
4,True,True,True,,,,,5.0,random,100.0,,,0.2770169407821372,1.052482069909529
4,True,True,True,,,,,5.0,random,300.0,,,0.2770169407821372,1.052482069909529
4,True,True,True,,,,,5.0,random,500.0,,,0.2770169407821372,1.052482069909529
4,True,True,True,,,,,6.0,k-means++,100.0,,,0.2756627159536763,1.0848436662633858
4,True,True,True,,,,,6.0,k-means++,300.0,,,0.2756627159536763,1.0848436662633858
4,True,True,True,,,,,6.0,k-means++,500.0,,,0.2756627159536763,1.0848436662633858
4,True,True,True,,,,,6.0,random,100.0,,,0.2730619235355483,1.0882097915372269
4,True,True,True,,,,,6.0,random,300.0,,,0.2730619235355483,1.0882097915372269
4,True,True,True,,,,,6.0,random,500.0,,,0.2730619235355483,1.0882097915372269
4,True,True,True,,,,,7.0,k-means++,100.0,,,0.2712581265346349,1.0758238658660635
4,True,True,True,,,,,7.0,k-means++,300.0,,,0.2712581265346349,1.0758238658660635
4,True,True,True,,,,,7.0,k-means++,500.0,,,0.2712581265346349,1.0758238658660635
4,True,True,True,,,,,7.0,random,100.0,,,0.274173489971472,1.0734257913982743
4,True,True,True,,,,,7.0,random,300.0,,,0.274173489971472,1.0734257913982743
4,True,True,True,,,,,7.0,random,500.0,,,0.274173489971472,1.0734257913982743
4,True,True,True,,,,,8.0,k-means++,100.0,,,0.2623322417496653,1.153000114670899
4,True,True,True,,,,,8.0,k-means++,300.0,,,0.2623322417496653,1.153000114670899
4,True,True,True,,,,,8.0,k-means++,500.0,,,0.2623322417496653,1.153000114670899
4,True,True,True,,,,,8.0,random,100.0,,,0.2561301480480138,1.074608365774531
4,True,True,True,,,,,8.0,random,300.0,,,0.2561301480480138,1.074608365774531
4,True,True,True,,,,,8.0,random,500.0,,,0.2561301480480138,1.074608365774531
4,True,True,True,,,,,9.0,k-means++,100.0,,,0.2408612186112327,1.1622748774151948
4,True,True,True,,,,,9.0,k-means++,300.0,,,0.2408612186112327,1.1622748774151948
4,True,True,True,,,,,9.0,k-means++,500.0,,,0.2408612186112327,1.1622748774151948
4,True,True,True,,,,,9.0,random,100.0,,,0.2606193926441529,1.1104440960944966
4,True,True,True,,,,,9.0,random,300.0,,,0.2606193926441529,1.1104440960944966
4,True,True,True,,,,,9.0,random,500.0,,,0.2606193926441529,1.1104440960944966
6,False,True,False,0.005,3.0,euclidean,auto,,,,,,0.9526273999857338,1.386858003388401
6,False,True,False,0.005,3.0,euclidean,ball_tree,,,,,,0.9526273999857338,1.386858003388401
6,False,True,False,0.005,3.0,euclidean,kd_tree,,,,,,0.9526273999857338,1.386858003388401
6,False,True,False,0.005,3.0,euclidean,brute,,,,,,0.9526273999857338,1.386858003388401
6,False,True,False,0.005,3.0,manhattan,auto,,,,,,0.9526273999857338,1.386858003388401
6,False,True,False,0.005,3.0,manhattan,ball_tree,,,,,,0.9526273999857338,1.386858003388401
6,False,True,False,0.005,3.0,manhattan,kd_tree,,,,,,0.9526273999857338,1.386858003388401
6,False,True,False,0.005,3.0,manhattan,brute,,,,,,0.9526273999857338,1.386858003388401
6,False,True,False,0.005,3.0,cosine,auto,,,,,,0.3399077709676403,0.8229993318918872
6,False,True,False,0.005,3.0,cosine,brute,,,,,,0.3399077709676403,0.8229993318918872
6,False,True,False,0.005,4.0,euclidean,auto,,,,,,0.9344633994788945,1.3844552051190475
6,False,True,False,0.005,4.0,euclidean,ball_tree,,,,,,0.9344633994788945,1.3844552051190475
6,False,True,False,0.005,4.0,euclidean,kd_tree,,,,,,0.9344633994788945,1.3844552051190475
6,False,True,False,0.005,4.0,euclidean,brute,,,,,,0.9344633994788945,1.3844552051190475
6,False,True,False,0.005,4.0,manhattan,auto,,,,,,0.9344633994788945,1.3844552051190475
6,False,True,False,0.005,4.0,manhattan,ball_tree,,,,,,0.9344633994788945,1.3844552051190475
6,False,True,False,0.005,4.0,manhattan,kd_tree,,,,,,0.9344633994788945,1.3844552051190475
6,False,True,False,0.005,4.0,manhattan,brute,,,,,,0.9344633994788945,1.3844552051190475
6,False,True,False,0.005,4.0,cosine,auto,,,,,,0.3423227916805141,0.8072420781864429
6,False,True,False,0.005,4.0,cosine,brute,,,,,,0.3423227916805141,0.8072420781864429
6,False,True,False,0.005,5.0,euclidean,auto,,,,,,0.9187133137999552,1.393748347173302
6,False,True,False,0.005,5.0,euclidean,ball_tree,,,,,,0.9187133137999552,1.393748347173302
6,False,True,False,0.005,5.0,euclidean,kd_tree,,,,,,0.9187133137999552,1.393748347173302
6,False,True,False,0.005,5.0,euclidean,brute,,,,,,0.9187133137999552,1.393748347173302
6,False,True,False,0.005,5.0,manhattan,auto,,,,,,0.9187133137999552,1.393748347173302
6,False,True,False,0.005,5.0,manhattan,ball_tree,,,,,,0.9187133137999552,1.393748347173302
6,False,True,False,0.005,5.0,manhattan,kd_tree,,,,,,0.9187133137999552,1.393748347173302
6,False,True,False,0.005,5.0,manhattan,brute,,,,,,0.9187133137999552,1.393748347173302
6,False,True,False,0.005,5.0,cosine,auto,,,,,,0.3423656992636648,0.7819411187478875
6,False,True,False,0.005,5.0,cosine,brute,,,,,,0.3423656992636648,0.7819411187478875
6,False,True,False,0.005,6.0,euclidean,auto,,,,,,0.9046940122188928,1.3898682951003976
6,False,True,False,0.005,6.0,euclidean,ball_tree,,,,,,0.9046940122188928,1.3898682951003976
6,False,True,False,0.005,6.0,euclidean,kd_tree,,,,,,0.9046940122188928,1.3898682951003976
6,False,True,False,0.005,6.0,euclidean,brute,,,,,,0.9046940122188928,1.3898682951003976
6,False,True,False,0.005,6.0,manhattan,auto,,,,,,0.9046940122188928,1.3898682951003976
6,False,True,False,0.005,6.0,manhattan,ball_tree,,,,,,0.9046940122188928,1.3898682951003976
6,False,True,False,0.005,6.0,manhattan,kd_tree,,,,,,0.9046940122188928,1.3898682951003976
6,False,True,False,0.005,6.0,manhattan,brute,,,,,,0.9046940122188928,1.3898682951003976
6,False,True,False,0.005,6.0,cosine,auto,,,,,,0.3418721748777134,0.7374309334595639
6,False,True,False,0.005,6.0,cosine,brute,,,,,,0.3418721748777134,0.7374309334595639
6,False,True,False,0.005,7.0,euclidean,auto,,,,,,0.8855639009016361,1.3598388044822611
6,False,True,False,0.005,7.0,euclidean,ball_tree,,,,,,0.8855639009016361,1.3598388044822611
6,False,True,False,0.005,7.0,euclidean,kd_tree,,,,,,0.8855639009016361,1.3598388044822611
6,False,True,False,0.005,7.0,euclidean,brute,,,,,,0.8855639009016361,1.3598388044822611
6,False,True,False,0.005,7.0,manhattan,auto,,,,,,0.8855639009016361,1.3598388044822611
6,False,True,False,0.005,7.0,manhattan,ball_tree,,,,,,0.8855639009016361,1.3598388044822611
6,False,True,False,0.005,7.0,manhattan,kd_tree,,,,,,0.8855639009016361,1.3598388044822611
6,False,True,False,0.005,7.0,manhattan,brute,,,,,,0.8855639009016361,1.3598388044822611
6,False,True,False,0.005,7.0,cosine,auto,,,,,,0.3419406839753461,0.742418362298586
6,False,True,False,0.005,7.0,cosine,brute,,,,,,0.3419406839753461,0.742418362298586
6,False,True,False,0.005,8.0,euclidean,auto,,,,,,0.8687536465505272,1.393057492612578
6,False,True,False,0.005,8.0,euclidean,ball_tree,,,,,,0.8687536465505272,1.393057492612578
